F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
1369.02,Rest,80.16,15.72,137.08,238.88,-861.15,-3.62,9,2,1951.24,High,14.48,290.28,5,-0.9,394.02
-405.9,Europe,35.73,0.63,270.09,191.2,-282.42,4.18,1.74,8,2203.48,High,14.17,0.02,2,45.02,0
1462.65,USA,62.4,11.94,169.41,230.32,475.62,-1.41,15.9,12,10079.6,Medium,9.15,14.32,5,4.28,1077.35
136.02,Europe,70.62,10.23,200.5,353.16,1189.8,-8.11,10.04,12,5817.26,Low,13.12,7.94,3,-0.46,347.84
-85.53,USA,42.36,19.02,154.44,167.78,3690.99,-1.66,11.52,8,40823.6,Very low,14.79,0.56,2,-12.38,3679.04
970.08,Rest,61.17,4.65,224.46,237.24,2317.65,-3.82,13.68,12,16595.54,Very low,4.51,0.16,6,41.44,289.61
-766.8,USA,55.83,6.66,175.34,201.16,573.96,-3.05,4.64,8,7541.58,High,10.16,0.04,3,-111.08,3238.52
78,UK,46.41,29.22,154.27,253.06,1143.54,-2.37,3.7,10,22281.68,Very low,6.22,1.73,4,-32.72,1230.7
541.56,UK,56.73,2.16,180.94,256.04,769.53,0.25,1.88,4,11494.2,Medium,7.78,1.06,4,94.56,0
-730.44,USA,67.53,6.3,83.76,354.48,1251.21,-3.96,7.28,8,4309.46,Low,17.13,2.37,4,-2.78,1512.03
2554.56,USA,60.24,11.19,157.6,182.1,891.15,-5.19,5.12,4,1244.18,Low,14.38,32.69,4,79.54,0
2031.66,USA,55.74,2.79,162.02,327.42,253.62,-1.15,37.24,6,5596.74,Medium,10.79,0.6,6,-66.52,3785.83
-393.84,Rest,59.88,5.64,132.78,172.74,1582.74,-10.62,9.94,12,2636.18,High,9.27,0.25,5,-10.66,707.73
1431.87,Europe,53.37,12.18,151.55,203.84,-273,-2.19,5.06,4,7146.56,Medium,8.91,0,2,-99.76,952.17
2041.2,USA,47.28,6.21,138.35,192.92,1581.03,-4.62,13.46,4,18885.78,High,9.93,0.02,2,107.88,74.95
633.87,Europe,54.51,6.51,179.23,219.02,1064.04,-3.6,2.74,8,19120.54,Low,10.29,1.22,4,29.66,0
390.45,Rest,65.97,6.81,154.23,261.36,527.31,-6.83,23.5,8,1359.86,Low,11.58,1.01,6,-40,1241.64
78.72,UK,78.06,3.72,144.12,313.5,851.85,-3.59,2.26,10,7519.18,Low,15.07,0.03,4,44.8,0
2366.88,Rest,92.49,26.64,255.96,326.36,2191.02,-1.21,6.64,6,9741.86,Low,11.4,42.04,3,29.96,396.84
407.79,Rest,74.07,16.71,141.7,198.18,1400.88,-1.41,21.6,2,2753.94,Medium,13.1,0.16,6,122.02,1186.26
